woman_id,distance_km,ipv_response
1,42.962762727853395,0
2,42.962762727853395,1
3,42.962762727853395,0
4,42.962762727853395,0
5,42.962762727853395,0
6,42.962762727853395,0
7,42.962762727853395,1
8,42.962762727853395,0
9,42.962762727853395,0
10,42.962762727853395,0
11,42.962762727853395,0
12,42.962762727853395,0
13,42.962762727853395,0
14,0.947995507393471,0
15,0.947995507393471,0
16,0.947995507393471,0
17,0.947995507393471,0
18,0.947995507393471,0
19,0.947995507393471,0
20,0.947995507393471,0
21,0.947995507393471,0
22,0.947995507393471,0
23,0.947995507393471,0
24,0.947995507393471,0
25,0.947995507393471,0
26,0.947995507393471,0
27,0.947995507393471,0
28,0.947995507393471,0
29,2.1495338861390376,0
30,2.1495338861390376,0
31,2.1495338861390376,0
32,2.1495338861390376,0
33,2.1495338861390376,0
34,2.1495338861390376,0
35,2.1495338861390376,0
36,2.1495338861390376,0
37,2.1495338861390376,0
38,2.1495338861390376,0
39,2.1495338861390376,0
40,2.1495338861390376,0
41,2.1495338861390376,0
42,2.1495338861390376,0
43,19.340296003841885,0
44,19.340296003841885,0
45,19.340296003841885,0
46,19.340296003841885,0
47,19.340296003841885,0
48,19.340296003841885,0
49,19.340296003841885,0
50,19.340296003841885,0
51,1.162632545122324,0
52,1.162632545122324,0
53,1.162632545122324,0
54,1.162632545122324,0
55,1.162632545122324,0
56,1.162632545122324,0
57,1.162632545122324,0
58,1.162632545122324,0
59,1.162632545122324,0
60,1.162632545122324,0
61,1.162632545122324,0
62,1.162632545122324,0
63,93.95777345487899,0
64,93.95777345487899,0
65,93.95777345487899,0
66,93.95777345487899,0
67,93.95777345487899,0
68,93.95777345487899,0
69,93.95777345487899,0
70,93.95777345487899,0
71,93.95777345487899,0
72,93.95777345487899,0
73,93.95777345487899,0
74,93.95777345487899,0
75,93.95777345487899,0
76,93.95777345487899,0
77,1.9107560935549572,0
78,1.9107560935549572,0
79,1.9107560935549572,0
80,1.9107560935549572,0
81,1.9107560935549572,0
82,1.9107560935549572,0
83,1.9107560935549572,0
84,1.9107560935549572,0
85,1.9107560935549572,0
86,1.9107560935549572,0
87,1.9107560935549572,0
88,1.9107560935549572,0
89,1.9107560935549572,0
90,52.537811596360946,0
91,52.537811596360946,0
92,52.537811596360946,0
93,52.537811596360946,0
94,52.537811596360946,0
95,52.537811596360946,0
96,52.537811596360946,0
97,52.537811596360946,0
98,52.537811596360946,0
99,52.537811596360946,0
100,52.537811596360946,0
101,52.537811596360946,0
102,54.4989639184153,0
103,54.4989639184153,0
104,54.4989639184153,0
105,54.4989639184153,0
106,54.4989639184153,0
107,54.4989639184153,0
108,54.4989639184153,0
109,54.4989639184153,0
110,54.4989639184153,0
